id,DisplayName,reputation,UpVotes,DownVotes,views,CreationDate,Age,LastAccessDate,NumberOFAnswers,NumberOFQuestions
"118943","dormsbee","1","0","0","36","2009-06-07 21:36:55","","2017-11-10 01:55:47","2","0"
"119413","user119413","3","0","0","7","2009-06-08 19:35:40","","2011-10-01 13:49:25","0","1"
"119706","gopal","3","0","0","16","2009-06-09 09:59:35","","2017-11-10 13:14:51","0","3"
"121311","artifex","3","0","0","4","2009-06-11 13:25:23","","2011-10-05 02:19:05","1","2"
"121350","user121350","3","0","0","6","2009-06-11 14:02:56","","2009-06-11 16:54:06","1","1"
"122937","user122937","3","0","0","10","2009-06-15 06:07:16","","2009-06-15 06:38:32","0","1"
"127542","Daniel Halsey","3","0","0","29","2009-06-23 12:12:31","","2017-10-12 11:15:37","0","1"
"130719","Magnus","1","0","0","0","2009-06-29 22:31:33","","2010-10-22 15:52:20","1","0"
"131389","theoverture","4","1","0","16","2009-06-30 22:34:54","38","2015-03-19 02:25:22","5","2"
"132841","Ricardo","1","0","0","9","2009-07-03 14:31:49","","2011-01-11 19:28:21","1","0"
"136545","Tony Z","3","0","0","2","2009-07-10 21:35:31","","2017-05-24 16:43:55","0","1"
"140973","user140973","3","0","0","11","2009-07-19 14:12:09","","2010-01-16 05:51:48","0","1"
"141640","Evangelos","1","0","0","37","2009-07-20 20:20:08","31","2011-04-01 18:51:05","1","0"
"141766","Ravenal","3","0","0","16","2009-07-21 04:08:23","","2009-12-22 19:41:39","1","1"
"143771","Brian Cupps","3","0","0","20","2009-07-23 14:20:29","","2010-01-11 19:55:34","0","1"
"144622","RyanMcG","3","0","0","14","2009-07-24 16:51:23","26","2012-12-12 03:50:49","0","1"
"145315","Zinovate","3","0","0","8","2009-07-26 15:38:15","","2017-11-10 19:50:38","0","1"
"147496","user147496","3","0","0","14","2009-07-30 00:05:16","","2009-11-26 22:47:37","0","1"
"148292","Bharath","3","0","0","15","2009-07-31 06:09:29","","2015-11-17 23:41:08","0","2"
"152921","UpperLuck","3","0","0","14","2009-08-08 08:55:22","","2009-08-09 16:21:15","0","1"
"154484","Don Changer","1","0","0","1","2009-08-11 16:16:00","","2011-02-02 14:37:56","1","0"
"156516","FarmerDave","1","14","0","9","2009-08-14 13:57:26","","2015-10-30 14:48:38","2","0"
"158193","user158193","3","0","0","3","2009-08-18 05:37:51","","2009-08-27 08:05:15","0","1"
"158220","user158220","3","0","0","6","2009-08-18 06:38:57","","2009-12-04 11:01:36","0","2"
"158444","leorick","3","0","0","6","2009-08-18 13:15:10","","2009-08-25 12:39:19","0","1"
"158778","moss","3","0","0","5","2009-08-18 20:38:17","","2009-08-21 22:21:41","0","1"
"158855","apple","3","0","0","4","2009-08-18 23:15:12","","2009-08-21 22:20:53","0","1"
"160817","Tetting","3","0","0","11","2009-08-21 14:04:23","31","2013-11-18 09:57:01","0","2"
"161630","RinKaMan","3","0","0","8","2009-08-23 17:13:36","30","2011-08-09 20:16:18","0","1"
"161762","Ben","4","0","0","3","2009-08-24 00:55:26","","2009-11-11 22:40:09","2","2"
"161838","anty.rao","3","0","0","7","2009-08-24 05:04:21","","2017-11-10 04:08:36","0","2"
"165997","Picoman Games","3","0","0","17","2009-08-31 12:51:13","","2010-06-16 22:57:45","1","2"
"166660","wraith","1","0","0","3","2009-09-01 14:52:33","","2014-02-12 14:49:28","1","0"
"166668","Sinisa Ruzin","3","0","0","9","2009-09-01 15:09:51","","2015-12-29 21:46:26","0","1"
"168287","Joe","3","0","0","2","2009-09-04 03:29:09","","2012-11-08 20:55:43","0","1"
"168756","Milander","1","0","0","5","2009-09-04 20:05:45","","2010-09-10 15:17:56","1","0"
"170928","Noah","3","0","0","4","2009-09-09 15:28:32","","2009-10-22 17:25:40","1","1"
"172140","richardD","3","0","0","4","2009-09-11 15:33:11","45","2015-05-22 22:34:49","1","1"
"172866","Lucyberad","3","0","0","6","2009-09-13 23:38:51","","2015-03-08 12:06:34","1","1"
"173108","Flintstone","3","0","0","5","2009-09-14 12:39:28","57","2017-02-16 18:07:14","0","1"
"173451","AnthonyC","1","0","0","9","2009-09-15 00:12:56","40","2011-08-22 02:58:17","1","0"
"174372","potix2","1","0","0","6","2009-09-16 14:26:00","37","2017-11-04 07:30:41","1","0"
"177431","chadrico","1","5","0","17","2009-09-22 21:16:33","","2012-12-20 21:36:53","0","2"
"177849","Dopey","1","0","0","2","2009-09-23 14:39:23","","2016-05-15 20:09:34","1","0"
"178206","Hadley","1","0","0","2","2009-09-24 02:41:36","","2010-04-16 01:25:07","1","1"
"178490","Mahesh","1","0","0","9","2009-09-24 14:22:08","","2011-10-11 06:36:44","1","4"
"178641","Arnaud Goudsmit","1","0","0","8","2009-09-24 18:36:12","","2010-11-15 13:39:21","1","1"
"179351","Trevor Cortez","1","0","0","30","2009-09-26 00:27:28","31","2017-04-01 00:10:31","1","0"
"179368","davidg","1","0","0","2","2009-09-26 02:46:31","","2009-12-10 07:33:00","2","0"
"179445","user179445","1","0","0","2","2009-09-26 10:55:08","","2010-02-13 09:37:56","0","1"
"179612","Martin","3","0","0","1","2009-09-26 23:05:15","","2009-11-26 03:16:13","0","1"
"179853","PPD","1","0","0","1","2009-09-27 21:26:40","","2009-10-16 11:35:36","0","1"
"179863","user179863","1","0","0","4","2009-09-27 21:59:29","","2011-06-07 20:14:57","2","0"
"180170","Yst","1","0","0","6","2009-09-28 07:43:30","31","2009-10-29 07:46:26","0","2"
"180195","Jesenko Mehmedbasic","1","0","0","1","2009-09-28 08:29:05","","2009-11-11 11:43:58","1","0"
"180204","Tornike","1","0","0","1","2009-09-28 08:49:57","","2009-10-05 08:31:51","0","1"
"180632","Anna ","1","0","0","3","2009-09-28 18:33:02","","2009-10-07 17:56:21","0","1"
"180772","browe","1","0","0","6","2009-09-28 22:17:33","","2009-10-12 21:25:16","1","0"
"180791","Kevin Yockey","1","0","0","2","2009-09-28 23:10:27","","2017-11-12 00:29:57","1","0"
"180808","Dave M","1","0","0","2","2009-09-29 00:10:29","","2009-12-14 23:06:40","0","1"
"180997","Pancilobak","1","0","0","3","2009-09-29 09:04:30","","2010-02-01 06:05:10","0","1"
"181117","jaime","1","0","0","0","2009-09-29 12:37:38","","2010-10-28 15:53:33","1","0"
"181200","toki","1","0","0","1","2009-09-29 14:46:17","38","2017-11-10 07:59:37","1","0"
"181516","warttack","1","0","0","9","2009-09-30 01:23:11","32","2010-06-01 12:04:01","2","2"
"181724","Ruchi","3","0","0","5","2009-09-30 10:27:38","","2009-10-27 05:03:32","0","2"
"181911","Janne Laine","1","0","0","6","2009-09-30 15:13:22","","2011-02-13 23:47:01","0","1"
"182170","CM.","1","0","0","1","2009-09-30 23:08:54","","2010-04-13 00:17:16","1","0"
"182203","user182203","1","0","0","3","2009-10-01 01:08:48","","2009-10-21 02:36:03","0","1"
"182309","Adil","1","0","0","1","2009-10-01 06:54:44","","2010-01-28 04:54:12","1","0"
"182350","kokok13","1","0","0","16","2009-10-01 08:31:43","","2009-12-31 02:27:44","1","6"
"182392","Adam Hill","3","0","0","2","2009-10-01 09:56:27","","2009-11-17 08:00:17","0","1"
"182736","Jing","1","0","0","5","2009-10-01 20:07:07","","2011-11-16 01:01:30","0","2"
"183289","user183289","1","0","0","2","2009-10-02 18:41:55","","2013-08-15 06:31:27","0","1"
"183966","Jorge Palacio","1","0","0","3","2009-10-04 15:44:47","32","2016-10-11 20:14:08","1","0"
"184063","Grant","1","0","0","9","2009-10-04 21:31:21","","2009-10-07 04:12:37","0","1"
"184066","Ray","1","0","0","2","2009-10-04 21:44:12","","2009-12-13 20:23:26","0","2"
"184080","Ernie Thomason","1","0","0","7","2009-10-04 23:02:35","","2009-11-04 07:09:20","1","0"
"184256","merten","3","0","0","2","2009-10-05 09:23:58","","2015-05-01 13:14:03","0","1"
"184526","Matt","1","0","0","4","2009-10-05 18:24:14","","2009-10-08 07:24:06","0","2"
"184850","s8k","1","0","0","11","2009-10-06 09:21:30","","2010-07-09 10:17:57","1","0"
"184975","user184975","1","0","0","2","2009-10-06 13:09:10","","2010-09-03 09:53:13","4","0"
"185069","Gabriel","3","0","0","9","2009-10-06 04:33:56","","2013-08-12 21:47:21","1","1"
"185144","user185144","1","0","0","1","2009-10-06 17:56:16","","2010-03-30 01:10:17","1","1"
"185217","Thx1138.6","1","0","0","4","2009-10-06 20:13:40","","2009-11-12 16:00:27","0","1"
"185462","Manu","1","0","0","2","2009-10-07 08:23:13","","2011-06-13 05:05:09","1","0"
"185542","Frank","1","0","0","8","2009-10-07 10:55:25","","2009-10-07 10:55:25","1","0"
"185552","koder","1","0","0","0","2009-10-07 11:08:50","","2009-10-15 06:47:03","0","1"
"185751","user185751","1","0","0","1","2009-10-07 16:14:40","","2009-12-17 13:11:31","1","0"
"186172","Deepak Poondi","1","0","0","44","2009-10-08 07:16:32","","2009-10-09 06:57:15","0","2"
"186373","paolodm","3","0","0","13","2009-10-08 13:23:54","","2017-11-12 00:16:08","1","2"
"186578","Grace Jones","1","0","0","27","2009-10-08 17:39:16","","2010-08-05 18:41:16","0","10"
"187065","Richard Laksana","1","0","0","5","2009-10-09 09:44:26","40","2017-08-06 09:10:50","1","0"
"187071","quicky","1","0","0","10","2009-10-09 09:51:49","","2010-09-10 13:06:36","1","1"
"187307","Reiner","1","0","0","2","2009-10-09 16:40:53","","2009-10-09 16:40:53","1","0"
"187372","SilverRuby","3","0","0","5","2009-10-09 18:37:55","","2010-07-24 04:44:01","0","2"
"187400","ranja","1","0","0","1","2009-10-09 19:33:55","","2009-10-09 22:04:03","0","1"
"187432","Atanas","1","0","0","5","2009-10-09 20:35:20","","2009-10-09 20:35:20","0","1"
"187458","hsdfhksh","1","0","0","3","2009-10-09 21:52:37","","2009-10-09 21:52:37","0","1"
"187506","tim","1","0","0","2","2009-10-10 00:57:55","","2009-10-10 00:57:55","1","0"
"187565","Raghaw","1","0","0","1","2009-10-10 06:14:09","","2009-10-20 11:10:43","0","1"
"187607","DotNetWise","1","0","0","0","2009-10-10 10:33:36","","2009-11-04 21:33:21","1","0"
"187900","kapil","1","0","0","3","2009-10-11 06:58:14","","2009-11-01 09:57:46","1","0"
"187983","natspace","1","0","0","1","2009-10-11 14:38:48","","2009-10-13 21:59:03","0","1"
"188010","Phil","1","0","0","1","2009-10-11 16:23:14","","2009-12-31 18:46:01","0","1"
"188328","bob","1","0","0","5","2009-10-12 09:51:26","","2009-10-12 09:51:26","1","0"
"188344","BasementGuy","3","0","0","1","2009-10-12 10:13:28","","2010-01-19 12:18:25","0","1"
"188428","Daniel","1","0","0","1","2009-10-12 13:14:55","","2009-10-13 01:15:40","1","0"
"188494","FRANK","1","0","0","14","2009-10-12 14:53:25","","2009-11-16 18:58:38","0","2"
"188511","Jamie","1","0","0","3","2009-10-12 15:28:31","","2009-10-12 15:28:31","1","0"
"188529","user188529","1","0","0","3","2009-10-12 16:05:30","","2009-10-13 15:39:39","1","1"
"188545","Joe","1","0","0","2","2009-10-12 16:31:03","","2009-10-12 16:31:03","0","1"
"188579","search_k","1","0","0","0","2009-10-12 17:35:58","","2009-10-12 17:35:58","0","1"
"189720","Danah","1","0","0","1","2009-10-14 09:53:17","","2009-10-16 09:18:36","0","1"
"189781","uuuu","1","0","0","2","2009-10-14 11:08:18","","2010-09-01 17:39:23","0","1"
"189790","sander","3","0","0","2","2009-10-14 11:30:36","","2009-10-14 14:17:28","0","1"
"189824","Vasanth","3","0","0","9","2009-10-14 12:50:53","40","2017-07-06 19:47:50","0","2"
"189847","Bhanu","1","0","0","2","2009-10-14 13:30:53","","2009-10-15 08:06:11","0","1"
"189931","Ravisankar","1","0","0","8","2009-10-14 15:07:20","","2016-07-26 01:20:58","1","1"
"189964","user189964","1","0","0","1","2009-10-14 15:51:22","","2014-12-15 20:10:46","1","0"
"190038","Gregg Silverman","1","0","0","4","2009-10-14 17:36:57","","2009-10-14 17:36:57","1","0"
"190065","Sean","1","0","0","2","2009-10-14 18:17:41","","2009-10-25 14:15:16","1","0"
"190267","Jamie","1","0","0","3","2009-10-15 00:26:39","","2009-10-15 01:01:01","0","1"
"190389","ken","1","0","0","2","2009-10-15 06:48:01","","2009-10-15 06:48:01","0","1"
"190440","Benny","1","0","0","2","2009-10-15 08:28:42","","2009-10-15 08:28:42","0","1"
"190472","Menno","1","0","0","13","2009-10-15 09:41:08","","2009-11-17 10:47:57","1","0"
"190490","sergey","1","0","0","4","2009-10-15 10:04:17","","2016-04-08 20:12:44","1","0"
"190589","vasanth","1","0","0","5","2009-10-15 12:41:17","","2009-10-29 04:45:27","0","1"
"190606","alecx","1","0","0","2","2009-10-15 13:10:28","41","2017-01-31 09:29:32","1","0"
"190634","CEOR","1","0","0","3","2009-10-15 13:44:06","","2009-11-13 14:30:13","0","1"
"190732","Edward","1","0","0","2","2009-10-15 16:08:12","","2009-10-15 16:08:12","1","0"
"190775","Josep Valls","1","0","0","9","2009-10-15 17:22:44","","2009-12-20 19:40:12","1","0"
"190783","Old Web Guy","1","0","0","7","2009-10-15 17:43:34","","2009-10-15 17:43:34","1","0"
"190818","Chris Thornton","1","0","0","4","2009-10-15 18:55:09","","2009-12-09 22:14:57","1","0"
"190835","DJ.","1","0","0","5","2009-10-15 19:18:20","","2009-10-15 19:18:20","0","1"
"190916","Enzo Nieri","3","0","0","3","2009-10-15 22:02:26","","2016-02-01 18:16:54","0","1"
"190926","bpatel","1","0","0","1","2009-10-15 22:18:47","","2009-11-05 03:45:29","0","2"
"190941","Tommy Christopherson","1","0","0","2","2009-10-15 22:55:18","","2010-05-25 23:25:51","1","0"
"190983","Nicholas","1","0","0","0","2009-10-16 01:05:07","","2009-11-20 01:18:29","0","1"
"191035","Leo","1","0","0","14","2009-10-16 06:43:50","","2011-02-08 23:07:15","0","1"
"191101","vinod","1","0","0","0","2009-10-16 09:34:32","","2009-11-04 10:23:49","1","0"
"191109","Jason","3","0","0","5","2009-10-16 09:43:45","34","2009-10-26 11:20:34","0","2"
"191117","Vafa","1","0","0","4","2009-10-16 09:58:31","","2009-10-17 14:27:57","1","0"
"191134","b00giZm","1","0","0","1","2009-10-16 10:32:30","38","2011-05-04 09:26:42","1","0"
"191135","ash","1","0","0","3","2009-10-16 10:32:39","","2009-11-03 16:25:42","0","1"
"191217","wannabenerd","1","0","0","2","2009-10-16 13:42:49","","2009-12-28 15:57:06","1","0"
"191219","bykasif","1","0","0","7","2009-10-16 13:44:08","","2009-10-19 14:58:48","0","1"
"191236","Richard Pearce","1","0","0","3","2009-10-16 14:23:04","","2010-01-12 17:19:56","1","0"
"191295","KitWest","1","0","0","8","2009-10-16 15:55:04","","2010-01-27 14:55:46","1","0"
"191309","Phpdevmd","1","0","0","4","2009-10-16 16:25:22","","2009-12-11 10:35:48","1","0"
"191336","Bryan","1","0","0","2","2009-10-16 17:10:12","","2009-10-20 15:17:12","1","0"
"191510","Scott Underwood","1","0","0","2","2009-10-16 23:28:32","","2010-08-27 21:36:04","1","0"
"191628","E. Pala","1","0","0","0","2009-10-17 09:11:10","","2010-03-31 16:37:51","1","0"
"191644","Hans Kruse","3","0","0","4","2009-10-17 10:47:19","","2009-10-17 14:32:48","0","1"
"191646","user191646","1","0","0","0","2009-10-17 10:52:03","","2009-10-19 12:15:04","1","0"
"191709","crystaldev","1","0","0","4","2009-10-17 14:45:15","","2009-12-08 05:43:26","1","0"
"191768","admin","1","0","0","2","2009-10-17 18:43:52","","2009-10-27 02:38:14","0","1"
"191895","Jason","1","0","0","2","2009-10-18 03:28:05","","2009-10-28 03:35:23","1","0"
"191970","Cosmo","1","0","0","0","2009-10-18 11:00:39","","2009-12-03 13:16:50","1","1"
"192019","driveBy","3","0","0","2","2009-10-18 14:07:20","","2009-10-19 05:09:35","0","1"
"192020","Les","1","0","0","0","2009-10-18 14:09:48","","2009-10-18 14:09:48","2","0"
"192163","rcdmk","1","0","0","2","2009-10-19 01:22:16","","2009-10-19 01:22:16","1","0"
"192187","Painttwits","1","0","0","14","2009-10-19 02:52:46","39","2015-03-01 22:53:06","0","1"
"192294","Juanjo García","1","0","0","0","2009-10-19 08:36:20","","2009-12-04 09:32:36","1","0"
"192306","nighteblis","1","0","0","6","2009-10-19 08:50:37","","2009-10-19 08:50:37","1","0"
"192356","Nicolas Mervaillie","1","0","0","9","2009-10-19 10:19:31","","2010-02-16 17:09:33","1","0"
"192403","Dominik","1","0","0","3","2009-10-19 12:15:21","","2010-04-01 13:25:59","1","0"
"192438","plupp.fish","1","0","0","1","2009-10-19 13:22:52","","2015-07-01 18:12:18","1","1"
"192580","Leo","1","0","0","0","2009-10-19 17:21:59","","2010-01-05 18:56:39","1","0"
"192653","Nefarious","1","0","0","1","2009-10-19 19:57:34","","2009-10-20 23:27:27","0","1"
"192704","Hec","1","0","0","0","2009-10-19 21:36:31","","2009-11-03 20:23:03","0","1"
"192722","user192722","1","0","0","4","2009-10-19 22:14:41","","2009-10-19 22:14:41","0","1"
"192730","BK.","1","0","0","0","2009-10-19 22:31:53","","2010-03-10 22:51:24","1","0"
"192765","Ibrahim","1","0","0","6","2009-10-20 00:36:47","","2010-12-06 23:34:39","0","1"
"192797","Matthew","1","0","0","0","2009-10-20 02:34:39","","2009-10-28 01:52:41","1","0"
"192882","somenut","3","0","0","2","2009-10-20 06:43:15","","2009-10-20 10:17:25","0","3"
"192947","Frank","1","0","0","0","2009-10-20 08:57:49","","2009-10-22 14:14:55","0","1"
"193013","jugger000","1","0","0","0","2009-10-20 10:28:45","","2009-10-21 16:03:19","0","3"
"193150","sudhanshu","1","0","0","5","2009-10-20 14:15:28","","2009-10-21 09:15:26","0","1"
"193206","Martin Milan","1","0","0","3","2009-10-20 15:34:15","","2009-10-20 15:34:15","1","0"
"193239","James Radford","1","0","0","2","2009-10-20 16:20:45","","2009-10-20 16:20:45","0","1"
"193266","Bin Lee","1","0","0","1","2009-10-20 17:16:51","","2009-10-30 14:05:22","0","1"
"193365","Ziv","1","0","0","1","2009-10-20 20:13:06","","2009-11-05 16:37:50","0","1"
"193457","LavaDalloi0825","1","0","0","1","2009-10-20 23:30:02","","2009-10-21 02:41:24","0","1"
"193532","Rajeev J Sebastian","1","0","0","53","2009-10-21 02:56:43","36","2010-12-04 01:38:23","3","0"
"193616","user193616","1","0","0","2","2009-10-21 06:40:50","","2009-10-21 06:40:50","0","1"
"193641","Chicken George","3","0","0","2","2009-10-21 07:56:36","","2017-11-01 19:55:07","0","1"
"193817","Nitha","1","0","0","3","2009-10-21 13:35:46","","2009-10-21 14:18:18","0","1"
"193865","user193865","1","0","0","4","2009-10-21 14:33:04","","2011-08-16 20:57:06","0","1"
"193885","idntknoooooow","3","0","0","0","2009-10-21 15:03:11","","2009-10-21 15:03:11","0","1"
"193890","avinash","1","0","0","4","2009-10-21 15:07:24","","2016-10-22 05:08:30","0","3"
"193927","Rebecca","1","0","0","3","2009-10-21 16:18:27","","2009-10-21 16:18:27","1","0"
"193975","Skyhawker","1","0","0","3","2009-10-21 17:19:12","69","2013-06-24 19:47:19","1","0"
"193983","Toila ","1","0","0","2","2009-10-21 17:35:43","","2009-10-21 17:35:43","0","1"
"194025","Amy","3","0","0","10","2009-10-21 18:40:32","","2009-10-22 00:58:05","0","1"
"194142","Rich Stokoe","3","0","0","2","2009-10-21 21:16:03","","2010-01-24 19:13:53","0","1"
"194352","Arun","1","0","0","2","2009-10-22 06:30:04","","2009-10-26 04:35:38","0","1"
"194358","mysql","3","0","0","1","2009-10-22 06:38:23","","2009-10-22 07:42:59","0","1"
"194360","shaily","1","0","0","7","2009-10-22 06:41:45","","2009-12-05 06:39:11","0","1"
"194402","user194402","1","0","0","3","2009-10-22 08:33:16","","2011-10-03 11:55:43","1","0"
"194461","Pradip Bhojania","1","0","0","22","2009-10-22 10:20:45","","2010-08-03 09:06:44","1","1"
"194554","Bill","1","0","0","1","2009-10-22 12:47:07","","2009-12-26 17:17:50","0","1"
"194568","S Barker","1","0","0","3","2009-10-22 13:08:05","","2010-02-18 14:05:33","0","1"
"194694","tippmar","1","0","0","1","2009-10-22 15:38:00","","2010-11-25 02:33:05","1","0"
"194761","kenny","1","0","0","11","2009-10-22 17:17:04","","2009-10-22 17:17:04","0","1"
"194810","John Burch","1","0","0","0","2009-10-22 18:29:34","","2009-11-04 22:01:03","1","0"
"194877","user194877","1","0","0","4","2009-10-22 20:11:36","","2011-03-01 22:58:05","0","1"
"194945","Dany Leblanc","1","0","0","4","2009-10-22 22:30:03","","2009-10-27 18:23:40","0","1"
"194946","ike","1","0","0","2","2009-10-22 22:30:43","","2009-10-22 22:30:43","1","0"
"194988","Jack","3","0","0","2","2009-10-23 00:04:03","33","2017-11-11 13:58:38","1","1"
"195036","Amer","1","0","0","5","2009-10-23 02:28:18","","2009-10-23 02:28:18","1","0"
"195088","Amit Chadha","1","0","0","6","2009-10-23 05:42:24","","2010-01-20 12:29:26","1","0"
"195103","davea402","1","0","0","2573","2009-10-23 06:20:44","","2013-02-01 19:26:53","1","0"
"195163","Anwar","1","0","0","1","2009-10-23 08:24:33","","2009-10-29 09:31:41","1","0"
"195164","flashnewb","1","0","0","1","2009-10-23 08:25:25","","2009-10-23 10:10:26","0","1"
"195180","s at kde.org","1","0","0","1","2009-10-23 09:21:11","","2010-02-09 12:59:31","1","0"
"195222","ygrem","1","0","0","1","2009-10-23 10:37:55","","2009-10-23 10:37:55","1","0"
"195322","Carpenter","1","0","0","1","2009-10-23 13:40:04","","2009-10-23 13:40:04","1","0"
"195497","Himanshu","1","0","0","5","2009-10-23 17:45:09","","2009-10-23 17:45:09","1","0"
"195511","Ravisankar","1","0","0","2","2009-10-23 18:04:55","","2009-10-26 18:07:56","0","1"
"195555","jordan11","1","0","0","57","2009-10-23 19:03:31","","2010-01-12 22:25:38","0","1"
"195604","user195604","3","0","0","0","2009-10-23 20:16:38","","2010-04-02 18:14:08","1","1"
"195621","Everett","1","0","0","3","2009-10-23 20:56:20","","2010-08-28 00:47:38","0","1"
"195673","animesh","1","0","0","3","2009-10-23 22:51:57","34","2009-10-23 22:51:57","1","0"
"195696","Austen McDonald","1","0","0","5","2009-10-24 00:05:27","","2010-10-07 23:12:53","0","1"
"195706","Mike Wilkinson","1","0","0","4","2009-10-24 00:59:12","","2009-10-24 00:59:12","1","0"
"195765","mitkram","1","0","0","2","2009-10-24 06:37:27","","2009-10-24 06:37:27","0","1"
"195779","Vix","1","0","0","7","2009-10-24 07:45:47","","2009-10-31 09:11:34","0","1"
"195815","FT.","1","0","0","0","2009-10-24 10:33:46","","2009-10-24 10:33:46","1","0"
"195924","user195924","1","0","0","2","2009-10-24 16:23:41","","2012-04-23 01:46:27","0","1"
"196081","Jack","3","0","0","1","2009-10-25 04:35:04","","2009-10-25 05:11:59","0","1"
"196124","wordpress_1","3","0","0","9","2009-10-25 08:45:49","","2009-10-27 07:08:56","0","1"
"196164","Jonny Dee","1","0","0","22","2009-10-25 11:59:31","","2009-10-25 13:18:08","1","0"
"196208","Jamie Shields","1","0","0","3","2009-10-25 15:24:33","","2010-04-21 09:39:34","1","0"
"196239","Miket","1","0","0","0","2009-10-25 16:51:05","","2009-10-25 16:51:05","1","0"
"196340","Charles","1","0","0","2","2009-10-25 22:34:18","","2009-10-28 04:33:43","0","1"
"196356","Tanner","1","0","0","0","2009-10-25 23:36:07","","2010-01-07 22:16:39","0","1"
"196407","ranju","1","0","0","1","2009-10-26 02:51:35","","2009-10-26 02:51:35","0","1"
"196472","john","1","0","0","1","2009-10-26 07:14:55","","2009-11-04 11:53:56","0","2"
"196482","tkarthi4u","4","0","0","4","2009-10-26 07:55:14","","2009-11-27 09:28:33","0","1"
"196547","pweujzn","3","0","0","4","2009-10-26 10:23:07","","2009-10-26 22:47:45","0","1"
"196608","nitin","1","0","0","6","2009-10-26 12:32:02","","2009-10-27 06:10:57","0","1"
"196734","SPC","1","0","0","1","2009-10-26 16:08:04","","2009-10-26 17:08:48","0","1"
"196766","chappie","1","0","0","1","2009-10-26 16:48:09","","2009-10-27 20:33:46","0","1"
